,Título,Autor,Categoría,Posición,Nota Media,Votos,Nota,Críticas,Resumen
1216,QUEMADA VIVA,SOUAD,No ficcion,47,7,14,Muy bueno,3,"Souad tenía diecisiete años cuando se quedó embarazada sin estar casada; en su país significa la muerte. Mientras lavaba la ropa en el patio de su casa vio aterrorizada cómo su cuñado se le acercaba, "
1217,ERA MEDIANOCHE EN BHOPAL,"LAPIERRE, DOMINIQUE y MORO, JAVIER",No ficcion,48,7,14,Muy bueno,0,Doce y cinco de la noche del 2 al 3 de diciembre de 1984. Una fulgurante nube de gas tóxico se escapa de una fábrica norteamericana construida en la antigua ciudad de Bhopal. Causa treinta mil muertos
1218,SEIS SOMBREROS PARA PENSAR,"DE BONO, EDWARD",No ficcion,49,7,13,Muy bueno,0,"Seis sombreros para pensar es una guía para pensar mejor utilizada por millones de personas en todo el mundo. Un método que potencia al máximo la inteligencia, la experiencia y la información. El méto"
1219,"PABLO ESCOBAR, EL PATRÓN DEL MAL. La parábola de Pablo","SALAZAR, ALONSO",No ficcion,50,7,13,Muy bueno,2,"De Pablo Escobar, el famoso narcotraficante colombiano, hemos oído hablar miles de veces por su infinita capacidad para ejercer el mal, que llevó a organismos como la DEA a calificarlo como uno de los"
1220,EL PADRINO,"PUZO, MARIO",Novela negra intriga terror,1,8.43,1.099,Muy bueno,96,"La publicación de El Padrino en 1969 supuso una convulsión en el mundo literario. Por primera vez, la Mafia protagonizaba una novela y era retratada desde dentro con acierto y verosimilitud. Mario Puz"
1221,NARRACIONES EXTRAORDINARIAS,"POE, EDGAR ALLAN",Novela negra intriga terror,2,8.37,448,Muy bueno,17,Las narraciones extraordinarias del escritor más universal de las letras norteamericanas constituyen un paradigma de originalidad y maestría en el desarrollo del relato en el siglo XIX. En la selecció
1222,LA MILLA VERDE (El pasillo de la muerte),"KING, STEPHEN",Novela negra intriga terror,3,8.09,619,Muy bueno,46,"Octubre de 1932, penitenciaría de Cold Mountain. Los condenados a muerte aguardan el momento de ser conducidos a la silla eléctrica. Los crímenes abominables que han cometido les convierten en carnaza"
1223,CUENTOS,"POE, EDGAR ALLAN",Novela negra intriga terror,4,8.07,1.107,Muy bueno,30,"Edgar Allan Poe (1809-1849) fue uno de los fundadores de la ""literatura de género"", que incluye la ciencia ficción, la literatura de terror y la novela de misterio. En este volumen se han reunido cato"
1224,MISERY,"KING, STEPHEN",Novela negra intriga terror,5,8.03,890,Muy bueno,105,"Misery es un relato obsesivo que sólo podía escribir Stephen King. Un escritor sufre un grave accidente y recobra el conocimiento en una apartada casa en la que vive una misteriosa mujer, corpulenta y"
1225,EL SILENCIO DE LA CIUDAD BLANCA. Trilogía de La Ciudad Blanca 1,"GARCÍA SÁENZ DE URTURI, EVA",Novela negra intriga terror,6,8,877,Muy bueno,180,"Tasio Ortiz de Zárate, el brillante arqueólogo condenado por los  extraños asesinatos que aterrorizaron la tranquila ciudad de Vitoria  hace dos décadas, está a punto de salir de prisión en su primer "
1226,OFRENDA A LA TORMENTA. Trilogía del Baztán 3,"REDONDO, DOLORES",Novela negra intriga terror,7,7.98,919,Muy bueno,88,Ha pasado ya un mes desde que la inspectora de la Policía Foral recuperó a su hijo y pudo detener a Berasategui. Pero a pesar de que tanto la Guardia Civil como el juez Markina dan por muerta a Rosari
1227,LA RED PÚRPURA,"MOLA, CARMEN",Novela negra intriga terror,8,7.97,377,Muy bueno,75,"Un día tórrido de verano la inspectora Elena Blanco, al frente de la Brigada de Análisis de Casos, irrumpe en la vivienda de una familia de clase media y llega hasta la habitación del hijo adolescente"
1228,IT (ESO),"KING, STEPHEN",Novela negra intriga terror,9,7.95,1.020,Muy bueno,125,¿Quién o qué mutila y mata a los niños de un pequeño pueblo norteamericano? ¿Por qué llega cíclicamente el horror a Derry en forma de un payaso siniestro que va sembrando la destrucción a su paso? Est
1229,EL NOMBRE DE LA ROSA,"ECO, UMBERTO",Novela negra intriga terror,10,7.92,2.876,Muy bueno,181,"Valiéndose de las características propias de la novela gótica, la crónica medieval y la novela policíaca, El nombre de la rosa narra las actividades detectivescas de Guillermo de Baskerville para escl"
1230,DRÁCULA,"STOKER, BRAM",Novela negra intriga terror,11,7.9,1.944,Muy bueno,113,"Novela epistolar, narración en la que se elevan distintas y apasionadas voces, intensa historia de amores y sentimientos, ejemplo indiscutible de novela gótica. El irlandés Bram Stoker no soñaba con q"
1231,LA NOVIA GITANA,"MOLA, CARMEN",Novela negra intriga terror,12,7.88,572,Muy bueno,123,"«En Madrid se mata poco», le decía al joven subinspector Ángel Zárate su mentor en la policía; «pero cuando se mata, no tiene nada que envidiarle a ninguna ciudad del mundo», podría añadir la inspecto"
1232,LA VERDAD SOBRE EL CASO HARRY QUEBERT,"DICKER, JOËL",Novela negra intriga terror,13,7.87,2.109,Muy bueno,313,Quién mató a Nola Kellergan es la gran incógnita a desvelar en esta incomparable historia policiaca cuya experiencia de lectura escapa a cualquier intento de descripción. Intentémoslo:   Una novela de
1233,LEGADO EN LOS HUESOS. Trilogía del Baztán 2,"REDONDO, DOLORES",Novela negra intriga terror,14,7.87,1.048,Muy bueno,91,"El juicio contra el padrastro de la joven Johana Márquez está a punto de comenzar. A él asiste una embarazada Amaia Salazar, la inspectora de la policía foral que un año atrás había resuelto los críme"
1234,DIEZ NEGRITOS,"CHRISTIE, AGATHA",Novela negra intriga terror,15,7.82,2.041,Muy bueno,153,"Diez personas reciben cartas firmadas por un desconocido invitándolas a pasar unos días en su mansión situada en uno de los islotes de la costa de Devon. En la primera noche, después de la cena, una v"
1235,EL SILENCIO DE LOS CORDEROS,"HARRIS, THOMAS",Novela negra intriga terror,16,7.81,517,Muy bueno,35,Jack elige a la estudiante del FBI Clarisse Starling para utilizarla en un caso complicado: cree que ella puede sacarle información de un caso a un preso conocido como Hannibal el Caníbal. Entre la ch
1236,FRANKENSTEIN,"SHELLEY, MARY W.",Novela negra intriga terror,17,7.8,530,Muy bueno,49,"Recogido de entre los hielos del Ártico, Victor Frankenstein cuenta su vida y su tragedia al capitán Walton: cómo descubrió el secreto para dar vida a la carne muerta y cómo creó el monstruo que despu"
1237,FRANKENSTEIN,"SHELLEY, MARY W.",Novela negra intriga terror,18,7.77,371,Muy bueno,12,"Se trata de la edición más completa de Frankenstein, una de las cimas de la literatura universal. Con ella se pretende acercar al lector a la versión original que Mary Shelley (1791-1851) construyó en"
1238,LOS RITOS DEL AGUA. Trilogía de La Ciudad Blanca 2,"GARCÍA SÁENZ DE URTURI, EVA",Novela negra intriga terror,19,7.75,522,Muy bueno,80,"Ana Belén Liaño, la primera novia de Kraken, aparece asesinada. La mujer estaba embarazada y fue ejecutada según un ritual de hace 2600 años: quemada, colgada y sumergida en un caldero de la Edad del "
1239,EL ASESINATO DE ROGER ACKROYD,"CHRISTIE, AGATHA",Novela negra intriga terror,20,7.73,375,Muy bueno,40,"Mrs. Ferrari ha muerto víctima de una sobredosis de somníferos. Hace un año, su marido murió al parecer de una gastritis aguda. Caroline Sheppard, la hermana del médico del pueblo, sospecha que fue en"
1240,PERDIDA (GONE GIRL),"FLYNN, GILLIAN",Novela negra intriga terror,21,7.67,524,Muy bueno,103,"En un caluroso día de verano, Amy y Nick se disponen a celebrar su quinto aniversario de bodas en North Carthage, a orillas del río Mississippi. Pero Amy desaparece esa misma mañana sin dejar rastro. "
1241,EL PSICOANALISTA,"KATZENBACH, JOHN",Novela negra intriga terror,22,7.66,1.900,Muy bueno,319,"«Feliz aniversario, doctor. Bienvenido al primer día de su muerte.» Así comienza el anónimo que recibe el psicoanalista Frederick Starks, y que le obliga a emplear toda su astucia y rapidez para, en q"
1242,EL PACIENTE,"GÓMEZ-JURADO, JUAN",Novela negra intriga terror,23,7.65,584,Muy bueno,82,"El prestigioso neurocirujano David Evans se enfrenta a una terrible encrucijada: si su próximo paciente sale vivo de la mesa de operaciones, su pequeña hija Julia morirá a manos de un psicópata. Para "
1243,ASESINATO EN EL ORIENT EXPRESS,"CHRISTIE, AGATHA",Novela negra intriga terror,24,7.62,1.356,Muy bueno,75,"En un lugar aislado de la antigua Yugoslavia, en plena madrugada, una fuerte tormenta de nieve obstaculiza la línea férrea por donde circula el Orient Express. Procedente de la exótica Estambul, en él"
1244,LOS HOMBRES QUE NO AMABAN A LAS MUJERES (MILLENNIUM I),"LARSSON, STIEG",Novela negra intriga terror,25,7.61,3.514,Muy bueno,247,"Harriet Vanger desapareció hace treinta y seis años en una isla sueca propiedad de su poderosa familia. A pesar del despliegue policial, no se encontró ni rastro de la muchacha. ¿Se escapó? ¿Fue secue"
1245,CEMENTERIO DE ANIMALES (Pet Sematary),"KING, STEPHEN",Novela negra intriga terror,26,7.61,629,Muy bueno,63,"Church estaba allí otra vez, como Louis Creed temía y deseaba. Porque su hijita Ellie le había encomendado que cuidara del gato, y Church había muerto atropellado. Louis lo había comprobado: el gato e"
1246,LOS CRÍMENES DE LA CALLE MORGUE,"POE, EDGAR ALLAN",Novela negra intriga terror,27,7.58,525,Muy bueno,18,"Todos los relatos ordenados cronológicamente por primera vez en castellano.

"
1247,VESTIDO DE NOVIA,"LEMAITRE, PIERRE",Novela negra intriga terror,28,7.56,517,Muy bueno,109,"Sophie Duguet, la protagonista de esta novela, no entiende qué le sucede: pierde objetos, olvida situaciones y es detenida en un supermercado por pequeños robos que no recuerda haber cometido. Y los c"
1248,LAS HUELLAS IMBORRABLES,"LACKBERG, CAMILLA (Camilla Läckberg)",Novela negra intriga terror,29,7.52,399,Muy bueno,30,"El verano llega a su fin y la escritora Erica Falck vuelve al trabajo tras la baja de maternidad. Ahora le toca a su compañero, el comisario Patrik Hedström, tomarse un tiempo libre para ocuparse de l"
1249,EL GUARDIÁN INVISIBLE. Trilogía del Baztán 1,"REDONDO, DOLORES",Novela negra intriga terror,30,7.45,1.490,Muy bueno,201,"«Ainhoa Elizasu fue la segunda víctima del basajaun, aunque entonces la prensa todavía no lo llamaba así. Fue un poco más tarde cuando trascendió que alrededor de los cadáveres aparecían pelos de anim"
1250,EL MISTERIO DE SALEM S LOT,"KING, STEPHEN",Novela negra intriga terror,31,7.45,453,Muy bueno,38,"Veinte años atrás, por una apuesta infantil, Ben Mears entró en la casa de los Marsten. Y lo que vio entonces aún recorre sus pesadillas. Ahora, como escritor consagrado, vuelve a Salem's Lot para exo"
1251,REINA ROJA,"GÓMEZ-JURADO, JUAN",Novela negra intriga terror,32,7.44,723,Muy bueno,145,"Antonia Scott es una mujer muy especial. Tiene un don que es al mismo tiempo una maldición: una extraordinaria inteligencia. Gracias a ella ha salvado decenas de vidas, pero también lo ha perdido todo"
1252,EL PERRO DE LOS BASKERVILLE,"DOYLE, SIR ARTHUR CONAN",Novela negra intriga terror,33,7.43,693,Muy bueno,20,"Holmes y Watson son llamados a investigar los extraños crímenes aparentemente relacionados con la antigua maldición que pesa sobre la familia Baskerville. El ""asesino"" parecer ser un ""animal enorme y "
1253,EL PERFUME,"SÜSKIND, PATRICK",Novela negra intriga terror,34,7.41,3.659,Muy bueno,231,"Uno de los grandes fenómenos editoriales a escala mundial ahora llevado al cine. Para conseguir el favor de las damas y el dominio de los poderosos, Baptiste elabora un raro perfume que subyuga la vol"
1254,LA CHICA QUE SOÑABA CON UNA CERILLA Y UN BIDÓN DE GASOLINA (MILLENNIUM II),"LARSSON, STIEG",Novela negra intriga terror,35,7.41,2.641,Muy bueno,134,Lisbeth Salander se ha tomado un tiempo: necesita apartarse del foco de atención y salir de Estocolmo. Trata de seguir una férrea disciplina y no contestar a las llamadas y mensajes de un Mikael que n
1255,LOBA NEGRA,"GÓMEZ-JURADO, JUAN",Novela negra intriga terror,36,7.38,359,Muy bueno,46,Vuelve Antonia Scott en la esperada continuación de Reina roja.SEGUIR VIVAAntonia Scott no tiene miedo a nada. Solo a sí misma.NUNCA FUEPero hay alguien más peligroso que ella. Alguien que podría venc
1256,LA LARGA MARCHA,"KING, STEPHEN",Novela negra intriga terror,37,7.37,402,Muy bueno,45,"Una inquietante novela futurista donde la realidad supera a la fantasía más terrorífica. El escenario: una sociedad ultraconservadora que ha llevado al paroxismo sus rasgos más perversos, dominada por"
1257,LAS HIJAS DEL FRÍO,"LACKBERG, CAMILLA (Camilla Läckberg)",Novela negra intriga terror,38,7.35,609,Muy bueno,46,"Erica y Patrik acaban de tener una hija y, a pesar de la alegría que trae la pequeña al hogar, la joven pareja debe hacer frente a toda una serie de nuevas preocupaciones. La niña llora mucho, Erica s"
1258,LESTAT EL VAMPIRO. Crónicas Vampíricas II,"RICE, ANNE",Novela negra intriga terror,39,7.34,398,Muy bueno,20,"Muy diferente de los vampiros clásicos, aunque también sea inmortal y se alimente de sangre humana, el vampiro Lestat tiene poco que ver con los muertos: al contrario, es un personaje lleno de vida cu"
1259,LA REINA EN EL PALACIO DE LAS CORRIENTES DE AIRE (MILLENNIUM III),"LARSSON, STIEG",Novela negra intriga terror,40,7.33,2.152,Muy bueno,98,Tercera y esperada entrega de la saga Millennium. Los lectores que llegaron con el corazón en un puño al final de La chica que soñaba con una cerilla y un bidón de gasolina quizás prefieran no seguir 
1260,CARRIE,"KING, STEPHEN",Novela negra intriga terror,41,7.32,744,Muy bueno,63,"El escalofriante caso de una joven de apariencia insignificante que se transformó en un ser de poderes anormales, sembrando el terror en la ciudad. Con pulso mágico para mantener la tensión a lo largo"
1261,NO ABRAS LOS OJOS,"VERDON, JOHN",Novela negra intriga terror,42,7.31,464,Muy bueno,36,"Dave Gurney, el protagonista de la primera novela de John Verdon, Sé lo que estás pensando, vuelve para enfrentarse al caso más difícil de su carrera, una batalla con un adversario implacable que no s"
1262,LA TRILOGÍA DE NUEVA YORK,"AUSTER, PAUL",Novela negra intriga terror,43,7.25,502,Muy bueno,19,"La trilogía de Nueva York, sin duda una de las obras literarias más memorables de los años ochenta, es uno de los cimientos sobre los que se sustenta el prestigio internacional de Paul Auster. El auto"
1263,LOS GRITOS DEL PASADO,"LACKBERG, CAMILLA (Camilla Läckberg)",Novela negra intriga terror,44,7.22,615,Muy bueno,50,"En plena temporada de verano en la pequeña población costera de Fjällbacka, un niño descubre el cadáver de una turista alemana cruelmente torturada. Muy cerca, la policía encuentra los esqueletos de d"
1264,EL LABERINTO DE LAS ACEITUNAS,"MENDOZA, EDUARDO",Novela negra intriga terror,45,7.21,460,Muy bueno,21,El laberinto de las aceitunas sitúa nuevamente en el centro de una espiral de intriga al detective manicomial y paródico que protagonizara El misterio de la cripta embrujada. Arrastrado por el azar má
1265,EL PISTOLERO (LA TORRE OSCURA I),"KING, STEPHEN",Novela negra intriga terror,46,7.2,393,Muy bueno,37,"Roland de Gilead, uno de los héroes más enigmáticos del autor, debe perseguir al Hombre Negro por el desierto para que le revele los secretos de la Torre Oscura, un edificio mítico que se encuentra en"
1266,CICATRIZ,"GÓMEZ-JURADO, JUAN",Novela negra intriga terror,47,7.17,445,Muy bueno,71,"Simon Sax podría ser un tipo afortunado. Es joven, listo y está punto de convertirse en multimillonario si vende su gran invento -un asombroso algoritmo- a una multinacional. Y, sin embargo, se siente"
1267,EL TALENTO DE MR. RIPLEY,"HIGHSMITH, PATRICIA",Novela negra intriga terror,48,7.15,367,Muy bueno,28,"En ""El talento de Mr. Ripley"", la más célebre novela de Patricia Highsmith, aparece su más fascinante personaje: el inquietante y amoral Tom Ripley, figura prototípica de un género que Patricia Highsm"
1268,ENTREVISTA CON EL VAMPIRO. Crónicas Vampíricas I,"RICE, ANNE",Novela negra intriga terror,49,7.09,714,Muy bueno,35,"En esta novela, Anne Rice narra la conversión de un joven de Nueva Orleans en eterno habitante de la noche. El protagonista, llevado por el sentimiento de culpabilidad que le ha causado la muerte de s"
1269,EL MISTERIO DE LA CRIPTA EMBRUJADA,"MENDOZA, EDUARDO",Novela negra intriga terror,50,7.06,943,Muy bueno,45,"En aquella época me entretenía leer novelas policíacas. Acababa de leer una de Ross McDonald cuyo nombre no recuerdo, y tuve el capricho de seguir sus pasos a mi manera, más como un homenaje que como "
1270,POEMA DEL CANTE JONDO. ROMANCERO GITANO,"GARCÍA LORCA, FEDERICO",Poesia teatro,1,8.54,37,Muy bueno,0,"El «Poema del Cante Jondo» y el «Romancero gitano» suponen la cima esencial de la poesía de Federico García Lorca. Se encuentra aquí la visión más profunda, más estilizada y más universal de Andalucía"
1271,POESIA,"MACHADO, ANTONIO",Poesia teatro,2,8.46,107,Muy bueno,0,"Dentro de la obra literaria de Antonio Machado (1875-1939), más allá de cualquier discusión una de las figuras señeras de la literatura española del siglo xx, la parcela que ha alcanzado sin duda mayo"
